,tweet#,user,tweet,cleanTweet,compound,positive,negative,neutral,cleancompound,cleanpositive,cleannegative,cleanneutral
323,23,@FoxNews,An American flag flies from a Westhampton Beach Fire Department ladder following a dignified arrival of the repatri… https://t.co/ltur5AVBv8,An American flag flies from a Westhampton Beach Fire Department ladder following a dignified arrival of the repatri,0.2023,0.155,0.117,0.728,0.2023,0.163,0.122,0.714
324,24,@FoxNews,Vegas police say 5 arrests in MS-13 case solves 10 murders https://t.co/d9QfRG2Zpm https://t.co/GV7NWP48jA,Vegas police say 5 arrests in MS 13 case solves 10 murders,-0.7003,0.117,0.383,0.5,-0.7003,0.124,0.406,0.471
325,25,@FoxNews,".@TomiLahren: “The wall is common sense. The left has dominated this conversation, and they’ve made the wall some k… https://t.co/EQB0LdVwQ0",The wall is common sense The left has dominated this conversation and they ve made the wall some k,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
326,26,@FoxNews,This baby orangutan at the Phoenix Zoo got a front-row seat when a young boy began performing tricks with his yo-yo. https://t.co/TlX7RStMvx,This baby orangutan at the Phoenix Zoo got a front row seat when a young boy began performing tricks with his yo yo,-0.128,0.0,0.073,0.927,-0.128,0.0,0.07,0.93
327,27,@FoxNews,Funeral plans set for Iowa family found dead in Mexico https://t.co/VERjFXZRhk,Funeral plans set for Iowa family found dead in Mexico,-0.7783,0.0,0.43,0.57,-0.7783,0.0,0.459,0.541
328,28,@FoxNews,.@JohnJamesMI: “Donald #Trump is delivering on his promises and the people in the state of Michigan are benefiting… https://t.co/DpM9blM1m3,Donald Trump is delivering on his promises and the people in the state of Michigan are benefiting,0.3818,0.126,0.0,0.874,0.3818,0.14,0.0,0.86
329,29,@FoxNews,Elizabeth Smart claims in new book her kidnapper tried to abduct another girl https://t.co/JhZBVDzVLt,Elizabeth Smart claims in new book her kidnapper tried to abduct another girl,0.4019,0.172,0.0,0.828,0.4019,0.184,0.0,0.816
330,30,@FoxNews,"George Rodriguez: ""Democrats are more interested in sanctuary cities and protecting people that enter the country i… https://t.co/ErlddWXyvm",George Rodriguez Democrats are more interested in sanctuary cities and protecting people that enter the country i,0.4576,0.15,0.0,0.85,0.4576,0.166,0.0,0.834
331,31,@FoxNews,New York Magazine reporter doubles down as outrage grows over alleged home invasion of Corey Lewandowski’s DC crash… https://t.co/LwODxt8F6Z,New York Magazine reporter doubles down as outrage grows over alleged home invasion of Corey Lewandowski s DC crash,-0.5106,0.0,0.155,0.845,-0.7184,0.0,0.273,0.727
332,32,@FoxNews,Dad holds “Say No” sign during proposal https://t.co/OJOXoWr9Hf,Dad holds Say No sign during proposal,0.0,0.0,0.0,1.0,-0.296,0.0,0.268,0.732
333,33,@FoxNews,"Auto crash at Oakland airport injures 2; unlicensed driver arrested, police say https://t.co/Nfmbv1Yvd1",Auto crash at Oakland airport injures 2 unlicensed driver arrested police say,-0.7003,0.0,0.345,0.655,-0.7003,0.0,0.392,0.608
334,34,@FoxNews,"""Live a purposeful life.""

99-year-old WWII vet Sidney Walton and his son Paul are on a cross-country tour to meet… https://t.co/Hvq273kSzw",Live a purposeful life 99 year old WWII vet Sidney Walton and his son Paul are on a cross country tour to meet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
335,35,@FoxNews,"Protesters for Stephon Clark disrupt Sacramento City Council meeting, march to arena https://t.co/YkP3Zbj1au",Protesters for Stephon Clark disrupt Sacramento City Council meeting march to arena,-0.2263,0.0,0.137,0.863,-0.2263,0.0,0.147,0.853
336,36,@FoxNews,"""The ones that are bad need to be weeded out.""

American who escaped Al Qaeda captivity says @FBI, under Mueller an… https://t.co/1f20Ml9oDd",The ones that are bad need to be weeded out American who escaped Al Qaeda captivity says under Mueller an,-0.5423,0.0,0.143,0.857,-0.5423,0.0,0.156,0.844
337,37,@FoxNews,.@RepKinzinger: “[President @realDonaldTrump’s] actions have been outstanding up to this point. He’s been probably… https://t.co/3ZkMEuYqlF,President s actions have been outstanding up to this point He s been probably,0.6124,0.222,0.0,0.778,0.6124,0.267,0.0,0.733
338,38,@FoxNews,Capri Cafaro on proposed legislation that would ban work email after hours in NYC: “This is not part of American cu… https://t.co/Q1geHLagLU,Capri Cafaro on proposed legislation that would ban work email after hours in NYC This is not part of American cu,-0.5574,0.0,0.146,0.854,-0.5574,0.0,0.153,0.847
339,39,@FoxNews,"FBI boss Wray 'doubling' agents responding to subpoena on Clinton, McCabe, FISA abuses https://t.co/dYwvae0Gjj",FBI boss Wray doubling agents responding to subpoena on Clinton McCabe FISA abuses,-0.5574,0.0,0.217,0.783,-0.5574,0.0,0.231,0.769
340,40,@FoxNews,"Shawn Nelson, Orange County supervisor on California: “It’s time to end this nonsense, and stop being a breakaway r… https://t.co/4k3IXQeVYi",Shawn Nelson Orange County supervisor on California It s time to end this nonsense and stop being a breakaway r,-0.6514,0.0,0.239,0.761,-0.6514,0.0,0.262,0.738
341,41,@FoxNews,Senator Jim Inhofe will introduce bill that would send illegal border crossers immediately back to home country https://t.co/fNDmf1SRf9,Senator Jim Inhofe will introduce bill that would send illegal border crossers immediately back to home country,-0.5574,0.0,0.175,0.825,-0.5574,0.0,0.184,0.816
342,42,@FoxNews,".@MonicaCrowley: ""The left has long been at war with the Constitution."" @IngrahamAngle https://t.co/aRMZlVg2Ji",The left has long been at war with the Constitution,-0.5994,0.0,0.245,0.755,-0.5994,0.0,0.302,0.698
343,43,@FoxNews,Harvey Weinstein's former assistant claims she tried to stop him in 1998 https://t.co/0i8gLOn6Vt,Harvey Weinstein s former assistant claims she tried to stop him in 1998,-0.296,0.0,0.155,0.845,-0.296,0.0,0.167,0.833
344,44,@FoxNews,"Orange County votes to fight California's sanctuary city laws, joining sheriff's pushback https://t.co/H4moAuUf6J",Orange County votes to fight California s sanctuary city laws joining sheriff s pushback,-0.3818,0.0,0.178,0.822,-0.3818,0.0,0.191,0.809
345,45,@FoxNews,"""It is a tragedy.""

Sandy Best, sister of a woman killed by an illegal immigrant who was drunk driving, speaks out.… https://t.co/TeHZTTEQAO",It is a tragedy Sandy Best sister of a woman killed by an illegal immigrant who was drunk driving speaks out,-0.743,0.137,0.342,0.521,-0.8934,0.127,0.45,0.423
346,46,@FoxNews,"Illegal immigrant who tortured dog gets prison time, to be deported https://t.co/pko5ae1c7c",Illegal immigrant who tortured dog gets prison time to be deported,-0.8885,0.0,0.538,0.462,-0.8885,0.0,0.568,0.432
347,47,@FoxNews,Kansas considers making schools liable for not arming staff https://t.co/3mbhnz8n7T,Kansas considers making schools liable for not arming staff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
348,48,@FoxNews,.@JesseBWatters on former Supreme Court justice who called for repealing the 2nd Amendment: “This is a slippery slo… https://t.co/774MeSLA9A,on former Supreme Court justice who called for repealing the 2nd Amendment This is a slippery slo,0.7906,0.304,0.0,0.696,0.7906,0.333,0.0,0.667
349,49,@FoxNews,".@TomiLahren: “The wall is common sense. The left has dominated this conversation, and they’ve made the wall some k… https://t.co/KiRDOM5rZN",The wall is common sense The left has dominated this conversation and they ve made the wall some k,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
350,50,@FoxNews,"Owl gets loose at wedding, leaves best man 'terrified' https://t.co/FRyLScDdUA",Owl gets loose at wedding leaves best man terrified,0.4404,0.29,0.159,0.552,-0.2732,0.255,0.382,0.364
351,51,@FoxNews,.@dbongino: “You don’t enact a law for the purpose of absolutely black-and-white stopping an activity. You make it… https://t.co/HQlaF971Me,You don t enact a law for the purpose of absolutely black and white stopping an activity You make it,-0.2212,0.0,0.099,0.901,-0.1531,0.0,0.086,0.914
352,52,@FoxNews,".@candacecbure credits Jesus and the Bible for her happy, 22-year marriage https://t.co/0yGdWqlzPD https://t.co/Mz6DFjVq62",credits Jesus and the Bible for her happy 22 year marriage,0.7351,0.36,0.0,0.64,0.7351,0.408,0.0,0.592
353,53,@FoxNews,Al Sharpton's half brother charged with capital murder in Alabama shooting https://t.co/mmEopztFIb,Al Sharpton s half brother charged with capital murder in Alabama shooting,-0.7579,0.0,0.394,0.606,-0.7579,0.0,0.419,0.581
354,54,@FoxNews,'Roseanne' Is Now a Big #Trump Supporter in Reboot of Hit 1990s Sitcom https://t.co/dqClNtgxD2,Roseanne Is Now a Big Trump Supporter in Reboot of Hit 1990s Sitcom,0.2732,0.149,0.0,0.851,0.2732,0.16,0.0,0.84
355,55,@FoxNews,OPINION: #Trump is right -- California is out of control https://t.co/WY1OICe9P5,OPINION Trump is right California is out of control,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
356,56,@FoxNews,"Orange County votes to fight California's sanctuary city laws, joining sheriff's pushback https://t.co/mXpvYoNZRa",Orange County votes to fight California s sanctuary city laws joining sheriff s pushback,-0.3818,0.0,0.178,0.822,-0.3818,0.0,0.191,0.809
357,57,@FoxNews,HAVING A 'RUFF' TIME: Does Charlie look guilty of getting into the trash? https://t.co/VE5XpXOktM,HAVING A RUFF TIME Does Charlie look guilty of getting into the trash,-0.4215,0.0,0.189,0.811,-0.4215,0.0,0.203,0.797
358,58,@FoxNews,"Kim Jong Un meets with Chinese leader on 'unofficial visit,' state media says https://t.co/l36PkMXVE3",Kim Jong Un meets with Chinese leader on unofficial visit state media says,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
359,59,@FoxNews,Orange County Sheriff Sandra Hutchens on her dept. publishing a “who’s in jail” database to help cooperation with I… https://t.co/z4dp6M6lu5,Orange County Sheriff Sandra Hutchens on her dept publishing a who s in jail database to help cooperation with I,0.4019,0.13,0.0,0.87,0.4019,0.144,0.0,0.856
360,60,@FoxNews,.@Harvard psychologist @sapinker explains how the world is moving in a better direction in a variety of ways… https://t.co/S6N0OicAkb,psychologist explains how the world is moving in a better direction in a variety of ways,0.4404,0.153,0.0,0.847,0.4404,0.182,0.0,0.818
361,61,@FoxNews,"EXCLUSIVE: Matthew Schrier, the American who escaped Al Qaeda, and says FBI under Mueller &amp; Comey, betrayed him, te… https://t.co/iVOQhcEitR",EXCLUSIVE Matthew Schrier the American who escaped Al Qaeda and says FBI under Mueller amp Comey betrayed him te,-0.4151,0.092,0.165,0.743,-0.4151,0.096,0.172,0.732
362,62,@FoxNews,Oklahoma Senator @JimInhofe says he plans to introduce legislation that would allow immigration agents to send thos… https://t.co/Yjgr7WnVVh,Oklahoma Senator says he plans to introduce legislation that would allow immigration agents to send thos,0.2263,0.101,0.0,0.899,0.2263,0.112,0.0,0.888
363,63,@FoxNews,.@MZHemingway on retired Supreme Court justice calling for repealing 2nd Amendment: “It’s absolutely chilling to se… https://t.co/l2xCyd4wKG,on retired Supreme Court justice calling for repealing 2nd Amendment It s absolutely chilling to se,0.7655,0.313,0.062,0.625,0.7655,0.343,0.068,0.588
364,64,@FoxNews,".@TheJuanWilliams on 2020 census asking respondents if they are U.S. citizens: “It will, in fact, discourage people… https://t.co/qHXSzvx0bo",on 2020 census asking respondents if they are U S citizens It will in fact discourage people,-0.4215,0.0,0.141,0.859,-0.4215,0.0,0.167,0.833
365,65,@FoxNews,.@LindseyGrahamSC: “We need that $650 billion to repair the damage done during the Obama administration to our mili… https://t.co/Q6b3ivubWL,We need that 650 billion to repair the damage done during the Obama administration to our mili,-0.4939,0.0,0.151,0.849,-0.4939,0.0,0.167,0.833
366,66,@FoxNews,.@LindseyGrahamSC on dealing with North Korea: “We’ve tried it the Jimmy Carter way for about 30 years. Let’s try i… https://t.co/cZsqGvpOKr,on dealing with North Korea We ve tried it the Jimmy Carter way for about 30 years Let s try i,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
367,67,@FoxNews,US Olympians who plan to skip White House visit https://t.co/YpsyVsFvAs,US Olympians who plan to skip White House visit,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
368,68,@FoxNews,Man arrested in connection to suspicious packages found at DC-area military bases https://t.co/KrkVVLyIMy,Man arrested in connection to suspicious packages found at DC area military bases,-0.6808,0.0,0.337,0.663,-0.6808,0.0,0.337,0.663
369,69,@FoxNews,'Gator King' uses live alligator for gender reveal party in viral video https://t.co/dJKjDmHqzG,Gator King uses live alligator for gender reveal party in viral video,0.4019,0.184,0.0,0.816,0.4019,0.197,0.0,0.803
370,70,@FoxNews,Retired Supreme Court Justice Stevens says Second Amendment should be repealed https://t.co/jVAjREXcMQ,Retired Supreme Court Justice Stevens says Second Amendment should be repealed,0.7906,0.412,0.0,0.588,0.7906,0.438,0.0,0.562
371,71,@FoxNews,OPINION: Sexism didn’t defeat @HillaryClinton -- Wild untruths about emails are why she's not Madam President (via… https://t.co/6iCEC5WeFc,OPINION Sexism didn t defeat Wild untruths about emails are why she s not Madam President via,-0.4588,0.0,0.15,0.85,-0.4588,0.0,0.176,0.824
372,72,@FoxNews,Twice-deported illegal immigrant accused of raping young girl in Oregon https://t.co/3dGxykyEGg,Twice deported illegal immigrant accused of raping young girl in Oregon,-0.891,0.0,0.57,0.43,-0.891,0.0,0.57,0.43
373,73,@FoxNews,Rocker who survived Paris attack says gun control marchers 'exploiting' victims https://t.co/3OzG9OzYnT,Rocker who survived Paris attack says gun control marchers exploiting victims,-0.5423,0.173,0.408,0.419,-0.7506,0.165,0.535,0.3
374,74,@FoxNews,.@JesseBWatters on former Supreme Court justice who called for repealing the 2nd Amendment: “This is a slippery slo… https://t.co/kx7rkidaqa,on former Supreme Court justice who called for repealing the 2nd Amendment This is a slippery slo,0.7906,0.304,0.0,0.696,0.7906,0.333,0.0,0.667
375,75,@FoxNews,.@ElizSmart claims in new book her kidnapper tried to abduct another girl https://t.co/p63MuLdRDL,claims in new book her kidnapper tried to abduct another girl,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
376,76,@FoxNews,".@netanyahu hospitalized after suffering from fever, cough: officials https://t.co/VZ22Pq6DwO",hospitalized after suffering from fever cough officials,-0.4767,0.0,0.279,0.721,-0.4767,0.0,0.341,0.659
377,77,@FoxNews,".@TheJuanWilliams: “I think people have a right, and the sheriffs and the folks in Orange County have a right to sa… https://t.co/hdHEaUS5EB",I think people have a right and the sheriffs and the folks in Orange County have a right to sa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
378,78,@FoxNews,"North Carolina boy, 13, suspended after drawing stick figures holding a gun and knives, report says https://t.co/AvvvaxgGqh",North Carolina boy 13 suspended after drawing stick figures holding a gun and knives report says,-0.6705,0.0,0.282,0.718,-0.6705,0.0,0.297,0.703
379,79,@FoxNews,Manafort seeks dismissal of special counsel charges; lawyers say Mueller isn't investigating him for collusion - vi… https://t.co/K25oq3RL9U,Manafort seeks dismissal of special counsel charges lawyers say Mueller isn t investigating him for collusion vi,0.1531,0.136,0.106,0.758,0.1531,0.144,0.112,0.745
380,80,@FoxNews,.@MittRomney says he is more conservative on immigration than #Trump https://t.co/uPMV34tEYt,says he is more conservative on immigration than Trump,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
381,81,@FoxNews,Senator @JimInhofe will introduce bill that would send illegal border crossers immediately back to home country https://t.co/fNDmf1SRf9,Senator will introduce bill that would send illegal border crossers immediately back to home country,-0.5574,0.0,0.184,0.816,-0.5574,0.0,0.205,0.795
382,82,@FoxNews,"Kentucky teen used money mom gave him for tattoo to buy AR-15 to shoot up school, police say https://t.co/wljhdqrOEw",Kentucky teen used money mom gave him for tattoo to buy AR 15 to shoot up school police say,-0.34,0.0,0.118,0.882,-0.34,0.0,0.118,0.882
383,83,@FoxNews,"RT @FoxBusiness: AT THE CLOSE: Stocks reversed course and posted red ink Tuesday, with the Dow Jones Industrial Average plunging more than…",RT AT THE CLOSE Stocks reversed course and posted red ink Tuesday with the Dow Jones Industrial Average plunging more than,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
384,84,@FoxNews,2 officers in Alton Sterling's fatal shooting won't be charged https://t.co/j8oVmnIiDn,2 officers in Alton Sterling s fatal shooting won t be charged,-0.4419,0.122,0.267,0.611,-0.1531,0.247,0.353,0.4
385,85,@FoxNews,RT @FoxBusiness: .@VP Mike Pence delivers remarks at an America First Policies: “Tax Cuts to Put America First” event. [Courtesy: KXJB/Farg…,RT Mike Pence delivers remarks at an America First Policies Tax Cuts to Put America First event Courtesy KXJB Farg,-0.296,0.0,0.099,0.901,0.0772,0.11,0.097,0.793
386,86,@FoxNews,Vegas-bound plane diverted after bachelor party gets into midflight brawl https://t.co/gjBr27zs4r,Vegas bound plane diverted after bachelor party gets into midflight brawl,0.4019,0.213,0.0,0.787,0.4019,0.213,0.0,0.787
387,87,@FoxNews,OPINION: #Trump is right -- California is out of control https://t.co/SBzqnBJeGF,OPINION Trump is right California is out of control,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
388,88,@FoxNews,Al Sharpton's half brother charged with capital murder in Alabama shooting https://t.co/aoZDlVtvwc,Al Sharpton s half brother charged with capital murder in Alabama shooting,-0.7579,0.0,0.394,0.606,-0.7579,0.0,0.419,0.581
389,89,@FoxNews,RT @FoxBusiness: #BreakingNews: Israeli Prime Minister @netanyahu has been taken to the hospital for examination. https://t.co/UQYgVHIbfx,RT BreakingNews Israeli Prime Minister has been taken to the hospital for examination,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
390,90,@FoxNews,Former Army major tells of his efforts to halt use of hazardous burn pits at Iraq military base https://t.co/4bjUtfEEkB,Former Army major tells of his efforts to halt use of hazardous burn pits at Iraq military base,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
391,91,@FoxNews,Facebook thinks it knows whether you're liberal or conservative: Here's how to find out https://t.co/0G6hHJBJzx,Facebook thinks it knows whether you re liberal or conservative Here s how to find out,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
392,92,@FoxNews,.@PressSec: “The president’s priority is going to be protecting American workers and making sure that there’s a goo… https://t.co/krHX4q7Xl9,The president s priority is going to be protecting American workers and making sure that there s a goo,0.3182,0.119,0.0,0.881,0.3182,0.133,0.0,0.867
393,93,@FoxNews,.@PressSec: “The president and the administration still fully support the Second Amendment.” https://t.co/vqjvJb04ES,The president and the administration still fully support the Second Amendment,0.4576,0.2,0.0,0.8,0.4576,0.23,0.0,0.77
394,94,@FoxNews,.@PressSec: “The wall is continuing to be built currently and we’re going to keep pushing forward until it’s fully… https://t.co/qpXbKZ72fs,The wall is continuing to be built currently and we re going to keep pushing forward until it s fully,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
395,95,@FoxNews,.@PressSec: ”We’re certainly applying pressure on Russia.” https://t.co/kSlyHr6fkt,We re certainly applying pressure on Russia,0.0516,0.226,0.208,0.566,0.0516,0.25,0.229,0.521
396,96,@FoxNews,.@PressSec on census citizenship question: This is something that has been part of the census for decades and somet… https://t.co/JXWKYMH0PY,on census citizenship question This is something that has been part of the census for decades and somet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
397,97,@FoxNews,".@PressSec: “The United States is open to building a better relationship with Russia, but the Russian government mu… https://t.co/pz7eGj1rHH",The United States is open to building a better relationship with Russia but the Russian government mu,0.431,0.194,0.0,0.806,0.431,0.216,0.0,0.784
398,98,@FoxNews,.@PressSec Sarah Sanders holds a briefing  https://t.co/fBqAzIX9CL,Sarah Sanders holds a briefing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
399,99,@FoxNews,'Roseanne' Is Now a Big #Trump Supporter in Reboot of Hit 1990s Sitcom https://t.co/ERjH7TkucL,Roseanne Is Now a Big Trump Supporter in Reboot of Hit 1990s Sitcom,0.2732,0.149,0.0,0.851,0.2732,0.16,0.0,0.84
400,0,@nytimes,Uber said it is not renewing its permit to test self-driving vehicles in California because it wants to wait for th… https://t.co/8QlITPricx,Uber said it is not renewing its permit to test self driving vehicles in California because it wants to wait for th,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
401,1,@nytimes,"A combination of weather phenomena whipped up and swept Saharan dust north, bringing a sepia tint to parts of easte… https://t.co/WL5g75ZvCd",A combination of weather phenomena whipped up and swept Saharan dust north bringing a sepia tint to parts of easte,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
402,2,@nytimes,"RT @nytopinion: Despite the ubiquity of dogs in our culture, there is much we don’t know about them and how they experience the world. Thei…",RT Despite the ubiquity of dogs in our culture there is much we don t know about them and how they experience the world Thei,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
403,3,@nytimes,RT @jdelreal: For those catching up on the events here in Sacramento: https://t.co/vgSOvghxF3,RT For those catching up on the events here in Sacramento,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
404,4,@nytimes,The idea of cosmetic surgery for a fish may sound extreme. But the Asian arowana is not your average pet store fish. https://t.co/RacPmqymCs,The idea of cosmetic surgery for a fish may sound extreme But the Asian arowana is not your average pet store fish,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
405,5,@nytimes,"Arrest of Catalan Leader Tests Spain, Separatists and E.U. https://t.co/jW8JlTkZyq",Arrest of Catalan Leader Tests Spain Separatists and E U,-0.34,0.0,0.211,0.789,-0.34,0.0,0.255,0.745
406,6,@nytimes,Atlanta’s city government has been partially paralyzed for days by a cyberattack. Traffic tickets can't be paid onl… https://t.co/e8ITt2Pien,Atlanta s city government has been partially paralyzed for days by a cyberattack Traffic tickets can t be paid onl,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
407,7,@nytimes,"RT @NYTStyles: ""How can I get over my sense of betrayal, my rage and my desire to punish this man for the disrespectful way he treated me?""…",RT How can I get over my sense of betrayal my rage and my desire to punish this man for the disrespectful way he treated me,-0.8442,0.076,0.304,0.62,-0.8442,0.078,0.313,0.609
408,8,@nytimes,"Detectives in Los Angeles searching for an actress who disappeared last month found a body they believe is hers, th… https://t.co/UctTxeFEo6",Detectives in Los Angeles searching for an actress who disappeared last month found a body they believe is hers th,-0.2263,0.0,0.091,0.909,-0.2263,0.0,0.095,0.905
409,9,@nytimes,"""We have created a double tragedy for these people."" Chronic pain patients treated with high doses of opioids are c… https://t.co/O2ZPgi7gM5",We have created a double tragedy for these people Chronic pain patients treated with high doses of opioids are c,-0.7717,0.075,0.288,0.637,-0.7717,0.081,0.312,0.607
410,10,@nytimes,RT @nytopinion: John Paul Stevens: Rarely in my lifetime have I seen the type of civic engagement school children demonstrated throughout t…,RT John Paul Stevens Rarely in my lifetime have I seen the type of civic engagement school children demonstrated throughout t,0.4588,0.13,0.0,0.87,0.4588,0.143,0.0,0.857
411,11,@nytimes,"Before harvesting millions of users' Facebook data, Cambridge Analytica had help from an employee at Peter Thiel's… https://t.co/yq5T0MfyyH",Before harvesting millions of users Facebook data Cambridge Analytica had help from an employee at Peter Thiel s,0.4019,0.137,0.0,0.863,0.4019,0.144,0.0,0.856
412,12,@nytimes,Investors pummeled tech stocks again on Tuesday as they hurried to drop shares in the very sector that once drove a… https://t.co/55Ge3ZrTLI,Investors pummeled tech stocks again on Tuesday as they hurried to drop shares in the very sector that once drove a,0.0258,0.091,0.086,0.823,0.0258,0.099,0.094,0.807
413,13,@nytimes,RT @PamelaPaulNYT: Everyone except Sean Penn will enjoy reading this book review. https://t.co/RliFDhdK2o,RT Everyone except Sean Penn will enjoy reading this book review,0.4939,0.211,0.0,0.789,0.4939,0.242,0.0,0.758
414,14,@nytimes,"In Opinion,
Isabelle Robinson, a senior at Marjory Stoneman Douglas High School, writes, ""The idea that we are to b… https://t.co/cVB0DGRzd0",In Opinion Isabelle Robinson a senior at Marjory Stoneman Douglas High School writes The idea that we are to b,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
415,15,@nytimes,Bill Cunningham left us one final gift: a memoir https://t.co/jNLxToxSrK,Bill Cunningham left us one final gift a memoir,0.4404,0.266,0.0,0.734,0.4404,0.293,0.0,0.707
416,16,@nytimes,RT @nickconfessore: NEW w/@AllMattNYT &amp; @carolecadwalla: interviews &amp; documents reveal how an employee at Peter Thiel's Silicon Valley inte…,RT NEW w amp interviews amp documents reveal how an employee at Peter Thiel s Silicon Valley inte,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
417,17,@nytimes,"He was wrongfully convicted of rape and murder and spent 23 years behind bars. This week, he returned to work as a… https://t.co/I6ujPJ625a",He was wrongfully convicted of rape and murder and spent 23 years behind bars This week he returned to work as a,-0.886,0.0,0.309,0.691,-0.886,0.0,0.331,0.669
418,18,@nytimes,"RT @jdelreal: Hundreds of people who were waiting outside have made their way into the city hall foyer, where they are chanting Stephon Cla…",RT Hundreds of people who were waiting outside have made their way into the city hall foyer where they are chanting Stephon Cla,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
419,19,@nytimes,Breaking News: President Trump secured his first major trade deal: a pact with South Korea. It may have been driven… https://t.co/ie34rULVmY,Breaking News President Trump secured his first major trade deal a pact with South Korea It may have been driven,0.4019,0.124,0.0,0.876,0.4019,0.13,0.0,0.87
420,20,@nytimes,Uber said it is not renewing its permit to test self-driving vehicles in California because it wants to wait for th… https://t.co/8QlITPricx,Uber said it is not renewing its permit to test self driving vehicles in California because it wants to wait for th,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
421,21,@nytimes,"A combination of weather phenomena whipped up and swept Saharan dust north, bringing a sepia tint to parts of easte… https://t.co/WL5g75ZvCd",A combination of weather phenomena whipped up and swept Saharan dust north bringing a sepia tint to parts of easte,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
422,22,@nytimes,"RT @nytopinion: Despite the ubiquity of dogs in our culture, there is much we don’t know about them and how they experience the world. Thei…",RT Despite the ubiquity of dogs in our culture there is much we don t know about them and how they experience the world Thei,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
423,23,@nytimes,RT @jdelreal: For those catching up on the events here in Sacramento: https://t.co/vgSOvghxF3,RT For those catching up on the events here in Sacramento,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
424,24,@nytimes,The idea of cosmetic surgery for a fish may sound extreme. But the Asian arowana is not your average pet store fish. https://t.co/RacPmqymCs,The idea of cosmetic surgery for a fish may sound extreme But the Asian arowana is not your average pet store fish,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
425,25,@nytimes,"Arrest of Catalan Leader Tests Spain, Separatists and E.U. https://t.co/jW8JlTkZyq",Arrest of Catalan Leader Tests Spain Separatists and E U,-0.34,0.0,0.211,0.789,-0.34,0.0,0.255,0.745
426,26,@nytimes,Atlanta’s city government has been partially paralyzed for days by a cyberattack. Traffic tickets can't be paid onl… https://t.co/e8ITt2Pien,Atlanta s city government has been partially paralyzed for days by a cyberattack Traffic tickets can t be paid onl,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
427,27,@nytimes,"RT @NYTStyles: ""How can I get over my sense of betrayal, my rage and my desire to punish this man for the disrespectful way he treated me?""…",RT How can I get over my sense of betrayal my rage and my desire to punish this man for the disrespectful way he treated me,-0.8442,0.076,0.304,0.62,-0.8442,0.078,0.313,0.609
428,28,@nytimes,"Detectives in Los Angeles searching for an actress who disappeared last month found a body they believe is hers, th… https://t.co/UctTxeFEo6",Detectives in Los Angeles searching for an actress who disappeared last month found a body they believe is hers th,-0.2263,0.0,0.091,0.909,-0.2263,0.0,0.095,0.905
429,29,@nytimes,"""We have created a double tragedy for these people."" Chronic pain patients treated with high doses of opioids are c… https://t.co/O2ZPgi7gM5",We have created a double tragedy for these people Chronic pain patients treated with high doses of opioids are c,-0.7717,0.075,0.288,0.637,-0.7717,0.081,0.312,0.607
430,30,@nytimes,RT @nytopinion: John Paul Stevens: Rarely in my lifetime have I seen the type of civic engagement school children demonstrated throughout t…,RT John Paul Stevens Rarely in my lifetime have I seen the type of civic engagement school children demonstrated throughout t,0.4588,0.13,0.0,0.87,0.4588,0.143,0.0,0.857
